"0.5"	"1"	"1.5"	"2"	"2.5"	"3"	"3.5"	"4"	"4.5"	"5"	"5.5"	"6"	"6.5"	"7"	"7.5"	"8"	"8.5"	"9"	"9.5"	"10"	"10.5"	"11"	"11.5"	"12"
"1786"	"12"	"15"	"17"	"20"	"17"	"14"	"23"	"21"	"13"	"15"	"13"	"21"	"16"	"16"	"23"	"28"	"33"	"34"	"33"	"147"	"160"	"173"	"186"	"205"
"5580"	"12"	"28"	"51"	"7"	"7"	"118"	"145"	"96"	"8"	"170"	"15"	"147"	"167"	"186"	"216"	"235"	"251"	"260"	"85"	"290"	"321"	"334"	"373"	"384"
"5478"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"123"	"125"	"142"	"108"	"124"	"135"	"11"	"100"	"101"	"107"	"30"	"165"	"380"	"290"	"430"	"205"	"396"
"2"	"12"	"26"	"46"	"13"	"85"	"98"	"67"	"132"	"142"	"74"	"80"	"139"	"154"	"152"	"129"	"149"	"156"	"159"	"160"	"177"	"186"	"198"	"213"	"319"
"10656"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"7"	"137"	"155"	"182"	"29"	"225"	"54"	"85"	"343"	"36"	"177"	"36"	"60"	"185"	"449"	"168"	"52"
"55109"	"12"	"28"	"39"	"7"	"77"	"24"	"6"	"81"	"125"	"142"	"194"	"124"	"135"	"11"	"47"	"59"	"131"	"61"	"61"	"54"	"209"	"225"	"240"	"330"
"1442"	"12"	"15"	"31"	"62"	"80"	"118"	"145"	"92"	"33"	"33"	"42"	"50"	"205"	"60"	"55"	"287"	"295"	"77"	"123"	"8"	"9"	"16"	"11"	"53"
"1000"	"12"	"21"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"165"	"180"	"203"	"231"	"268"	"294"	"301"	"321"	"347"	"355"	"389"	"404"	"452"	"466"
"2539"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"8"	"13"	"8"	"8"	"21"	"26"	"163"	"168"	"171"	"185"	"195"	"212"	"225"	"244"
"1152"	"12"	"25"	"32"	"34"	"106"	"120"	"122"	"45"	"41"	"81"	"54"	"205"	"97"	"158"	"184"	"95"	"25"	"103"	"100"	"68"	"231"	"91"	"132"	"356"
"10413"	"12"	"24"	"31"	"35"	"49"	"100"	"32"	"139"	"22"	"89"	"112"	"18"	"245"	"279"	"319"	"342"	"358"	"300"	"19"	"252"	"272"	"289"	"167"	"190"
"207"	"12"	"15"	"10"	"5"	"5"	"3"	"42"	"34"	"33"	"33"	"42"	"50"	"253"	"284"	"326"	"350"	"364"	"394"	"40"	"33"	"5"	"8"	"553"	"583"
"5728"	"12"	"28"	"51"	"7"	"5"	"3"	"26"	"23"	"17"	"18"	"20"	"26"	"22"	"21"	"258"	"284"	"292"	"313"	"332"	"342"	"376"	"388"	"437"	"452"
"3939"	"12"	"26"	"34"	"36"	"48"	"55"	"75"	"73"	"77"	"12"	"92"	"19"	"68"	"70"	"77"	"94"	"98"	"101"	"189"	"228"	"308"	"318"	"351"	"370"
"56647"	"12"	"15"	"34"	"36"	"24"	"22"	"36"	"30"	"25"	"24"	"39"	"47"	"151"	"35"	"77"	"94"	"224"	"275"	"249"	"228"	"308"	"318"	"351"	"370"
"998"	"12"	"26"	"51"	"9"	"6"	"15"	"124"	"29"	"26"	"26"	"32"	"52"	"39"	"51"	"64"	"82"	"71"	"73"	"139"	"95"	"104"	"109"	"78"	"131"
"6885"	"12"	"24"	"31"	"32"	"42"	"94"	"37"	"86"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"170"	"177"	"192"	"56"	"209"
"51594"	"12"	"13"	"13"	"4"	"11"	"4"	"143"	"112"	"167"	"41"	"215"	"232"	"129"	"147"	"345"	"192"	"10"	"323"	"209"	"231"	"166"	"260"	"66"	"71"
"347"	"12"	"15"	"10"	"13"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"42"	"40"	"45"	"151"	"68"	"72"	"25"	"25"	"24"	"25"	"33"	"29"	"36"
"23512"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"108"	"23"	"43"	"35"	"82"	"190"	"222"	"241"	"258"	"99"	"286"	"297"	"327"	"343"	"379"	"392"
"5297"	"12"	"28"	"51"	"7"	"5"	"3"	"26"	"23"	"17"	"18"	"20"	"26"	"22"	"21"	"29"	"37"	"41"	"40"	"427"	"446"	"478"	"516"	"393"	"349"
"3329"	"12"	"30"	"28"	"14"	"33"	"26"	"56"	"69"	"44"	"68"	"127"	"51"	"77"	"261"	"197"	"215"	"19"	"20"	"20"	"19"	"20"	"28"	"427"	"104"
"10769"	"12"	"26"	"47"	"19"	"45"	"50"	"55"	"60"	"173"	"197"	"115"	"104"	"238"	"273"	"359"	"381"	"395"	"425"	"463"	"481"	"143"	"488"	"929"	"959"
"6426"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"51"	"35"	"44"	"33"	"30"	"28"	"6"	"76"	"80"	"84"	"78"	"73"	"87"	"93"	"99"	"110"
"3400"	"12"	"15"	"10"	"33"	"44"	"53"	"65"	"78"	"62"	"69"	"76"	"117"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"6927"	"12"	"28"	"51"	"7"	"7"	"118"	"145"	"96"	"8"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"257"	"275"
"10763"	"12"	"14"	"16"	"51"	"52"	"53"	"65"	"59"	"62"	"69"	"76"	"193"	"179"	"125"	"118"	"135"	"177"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"6925"	"12"	"14"	"16"	"19"	"93"	"53"	"65"	"78"	"62"	"69"	"76"	"117"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"4205"	"12"	"15"	"10"	"33"	"31"	"53"	"65"	"59"	"62"	"69"	"76"	"160"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"4656"	"12"	"15"	"10"	"33"	"44"	"53"	"65"	"59"	"62"	"69"	"76"	"160"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"2235"	"12"	"26"	"15"	"17"	"14"	"20"	"79"	"77"	"82"	"8"	"19"	"49"	"270"	"85"	"155"	"374"	"114"	"117"	"197"	"115"	"241"	"251"	"368"	"297"
"8452"	"12"	"24"	"31"	"32"	"46"	"72"	"110"	"71"	"118"	"146"	"158"	"154"	"172"	"236"	"224"	"283"	"291"	"312"	"331"	"341"	"375"	"450"	"498"	"516"
"9735"	"12"	"24"	"31"	"4"	"11"	"4"	"143"	"112"	"167"	"22"	"71"	"82"	"89"	"33"	"112"	"52"	"55"	"119"	"51"	"46"	"57"	"68"	"69"	"77"
"648"	"12"	"15"	"10"	"5"	"31"	"66"	"35"	"61"	"23"	"52"	"130"	"80"	"86"	"94"	"106"	"122"	"130"	"134"	"135"	"138"	"497"	"65"	"68"	"133"
"1017"	"12"	"15"	"10"	"16"	"18"	"12"	"19"	"6"	"83"	"191"	"214"	"231"	"264"	"293"	"344"	"384"	"54"	"412"	"255"	"126"	"181"	"194"	"572"	"602"
"7799"	"12"	"15"	"10"	"5"	"31"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"62"	"62"	"63"	"336"	"67"	"379"	"429"	"443"
"55193"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"70"	"187"	"92"	"136"	"108"	"175"	"141"	"147"	"150"	"153"	"164"	"174"	"185"	"200"	"222"
"10919"	"12"	"15"	"10"	"5"	"31"	"66"	"142"	"79"	"166"	"23"	"213"	"157"	"176"	"196"	"229"	"249"	"141"	"4"	"98"	"163"	"154"	"90"	"177"	"221"
"6418"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"187"	"157"	"176"	"10"	"15"	"75"	"359"	"352"	"66"	"21"	"153"	"31"	"401"	"572"
"7430"	"12"	"21"	"27"	"9"	"6"	"19"	"29"	"93"	"34"	"43"	"52"	"59"	"62"	"81"	"70"	"88"	"92"	"95"	"187"	"425"	"105"	"110"	"118"	"132"
"2876"	"12"	"26"	"34"	"36"	"48"	"55"	"75"	"73"	"77"	"12"	"92"	"19"	"115"	"132"	"149"	"161"	"176"	"182"	"188"	"202"	"215"	"229"	"253"	"268"
"324"	"12"	"15"	"10"	"5"	"5"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"62"	"62"	"63"	"336"	"67"	"379"	"429"	"443"
"3796"	"12"	"13"	"13"	"4"	"11"	"4"	"143"	"112"	"167"	"22"	"71"	"82"	"89"	"33"	"112"	"52"	"55"	"119"	"51"	"46"	"57"	"68"	"69"	"77"
"1801"	"12"	"28"	"23"	"42"	"73"	"77"	"31"	"32"	"91"	"86"	"93"	"131"	"117"	"213"	"52"	"334"	"283"	"268"	"324"	"300"	"304"	"140"	"3"	"69"
"9531"	"12"	"13"	"18"	"42"	"41"	"55"	"75"	"73"	"61"	"12"	"92"	"19"	"115"	"132"	"149"	"161"	"227"	"343"	"425"	"443"	"475"	"182"	"331"	"187"
"6714"	"12"	"15"	"10"	"5"	"5"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"62"	"62"	"63"	"336"	"67"	"379"	"429"	"443"
"7450"	"12"	"28"	"46"	"13"	"76"	"91"	"58"	"123"	"125"	"142"	"108"	"124"	"135"	"11"	"100"	"101"	"107"	"30"	"165"	"181"	"124"	"137"	"147"	"164"
"2736"	"12"	"24"	"31"	"32"	"42"	"94"	"115"	"122"	"133"	"115"	"168"	"229"	"261"	"101"	"128"	"270"	"280"	"301"	"380"	"388"	"420"	"325"	"417"	"517"
"2737"	"12"	"34"	"51"	"62"	"80"	"107"	"26"	"23"	"17"	"18"	"20"	"26"	"253"	"284"	"326"	"350"	"364"	"394"	"427"	"446"	"5"	"8"	"553"	"583"
"1029"	"12"	"15"	"10"	"5"	"31"	"66"	"38"	"6"	"38"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"412"	"445"	"465"	"102"	"108"	"209"	"129"
"2290"	"12"	"15"	"10"	"27"	"31"	"59"	"33"	"50"	"102"	"21"	"28"	"36"	"32"	"32"	"83"	"133"	"53"	"240"	"2"	"257"	"253"	"66"	"211"	"76"
"171023"	"12"	"24"	"17"	"20"	"17"	"14"	"23"	"21"	"13"	"98"	"13"	"83"	"80"	"28"	"159"	"166"	"3"	"348"	"257"	"391"	"295"	"445"	"492"	"509"
"7403"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"23"	"187"	"157"	"176"	"196"	"229"	"249"	"141"	"187"	"98"	"404"	"331"	"145"	"533"	"561"
"55308"	"12"	"15"	"40"	"18"	"45"	"91"	"31"	"120"	"7"	"76"	"114"	"62"	"164"	"126"	"111"	"271"	"159"	"425"	"320"	"254"	"364"	"205"	"175"	"366"
"7555"	"12"	"24"	"24"	"37"	"90"	"17"	"25"	"22"	"15"	"66"	"30"	"39"	"95"	"182"	"119"	"54"	"14"	"15"	"14"	"158"	"40"	"47"	"47"	"55"
"7020"	"12"	"15"	"10"	"5"	"23"	"80"	"2"	"33"	"29"	"20"	"23"	"43"	"26"	"25"	"34"	"190"	"46"	"44"	"43"	"38"	"50"	"56"	"60"	"318"
"55636"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"70"	"187"	"92"	"262"	"108"	"175"	"141"	"147"	"150"	"377"	"164"	"495"	"533"	"200"	"600"
"8085"	"12"	"15"	"10"	"5"	"31"	"66"	"142"	"79"	"166"	"23"	"213"	"157"	"176"	"196"	"229"	"249"	"141"	"4"	"98"	"163"	"154"	"90"	"177"	"221"
"54880"	"12"	"15"	"10"	"27"	"31"	"59"	"35"	"61"	"23"	"52"	"130"	"80"	"86"	"94"	"106"	"122"	"130"	"134"	"135"	"407"	"398"	"98"	"68"	"461"
"100124700"	"12"	"15"	"10"	"19"	"105"	"35"	"41"	"37"	"119"	"133"	"159"	"174"	"195"	"113"	"46"	"58"	"88"	"60"	"120"	"86"	"65"	"459"	"929"	"526"
"8850"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"82"	"88"	"101"	"107"	"121"	"141"	"154"	"168"	"174"	"179"	"192"	"202"	"491"	"323"	"13"
"1613"	"12"	"21"	"18"	"9"	"6"	"5"	"71"	"68"	"73"	"5"	"5"	"100"	"106"	"4"	"76"	"93"	"23"	"24"	"24"	"23"	"24"	"124"	"347"	"362"
"51497"	"12"	"15"	"10"	"16"	"24"	"22"	"36"	"30"	"25"	"24"	"39"	"47"	"133"	"49"	"172"	"65"	"68"	"71"	"70"	"237"	"76"	"87"	"94"	"99"
"3148"	"12"	"15"	"10"	"5"	"31"	"5"	"71"	"32"	"20"	"88"	"37"	"110"	"123"	"136"	"158"	"170"	"185"	"351"	"200"	"393"	"229"	"363"	"461"	"49"
"3146"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"110"	"123"	"136"	"158"	"170"	"185"	"351"	"200"	"393"	"229"	"363"	"461"	"49"
"10401"	"12"	"15"	"10"	"5"	"23"	"80"	"61"	"56"	"54"	"20"	"23"	"79"	"26"	"25"	"34"	"119"	"128"	"44"	"43"	"38"	"50"	"56"	"60"	"57"
"6736"	"12"	"15"	"10"	"5"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"42"	"40"	"45"	"151"	"64"	"67"	"25"	"25"	"24"	"25"	"33"	"29"	"36"
"2308"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"74"	"82"	"88"	"101"	"107"	"121"	"141"	"154"	"168"	"174"	"179"	"192"	"202"	"66"	"235"	"255"
"9611"	"12"	"15"	"10"	"5"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"42"	"40"	"45"	"151"	"64"	"67"	"25"	"25"	"24"	"25"	"33"	"29"	"36"
"10399"	"12"	"24"	"24"	"37"	"90"	"23"	"37"	"78"	"22"	"155"	"81"	"229"	"92"	"234"	"208"	"228"	"306"	"254"	"272"	"284"	"313"	"324"	"363"	"373"
"10293"	"12"	"24"	"31"	"32"	"42"	"72"	"86"	"89"	"85"	"94"	"105"	"119"	"130"	"55"	"59"	"66"	"69"	"163"	"167"	"182"	"190"	"202"	"218"	"238"
"54535"	"12"	"14"	"16"	"19"	"16"	"8"	"11"	"110"	"18"	"19"	"24"	"179"	"265"	"61"	"266"	"295"	"16"	"297"	"157"	"325"	"255"	"276"	"301"	"322"
"5371"	"12"	"15"	"10"	"5"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"38"	"26"	"29"	"92"	"104"	"112"	"50"	"49"	"104"	"192"	"167"	"140"	"73"
"3090"	"12"	"15"	"10"	"5"	"31"	"66"	"61"	"56"	"54"	"20"	"23"	"55"	"26"	"25"	"34"	"41"	"45"	"44"	"43"	"38"	"50"	"56"	"60"	"57"
"2100"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"84"	"90"	"223"	"258"	"38"	"12"	"10"	"40"	"33"	"158"	"170"	"183"	"202"
"3054"	"12"	"15"	"10"	"5"	"31"	"66"	"34"	"79"	"24"	"82"	"88"	"101"	"107"	"121"	"141"	"154"	"168"	"174"	"179"	"192"	"202"	"491"	"323"	"13"
"1788"	"12"	"15"	"17"	"20"	"17"	"14"	"23"	"21"	"13"	"15"	"13"	"21"	"16"	"16"	"23"	"28"	"33"	"34"	"33"	"147"	"160"	"173"	"186"	"205"
"2874"	"12"	"15"	"10"	"5"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"42"	"40"	"45"	"151"	"64"	"67"	"25"	"25"	"24"	"25"	"80"	"83"	"36"
"1936"	"12"	"24"	"35"	"17"	"21"	"21"	"33"	"28"	"21"	"121"	"101"	"183"	"221"	"42"	"130"	"282"	"43"	"218"	"368"	"257"	"253"	"273"	"255"	"492"
"3183"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"51"	"35"	"44"	"33"	"30"	"28"	"6"	"76"	"80"	"84"	"78"	"73"	"87"	"384"	"168"	"52"
"23532"	"12"	"24"	"27"	"8"	"13"	"10"	"15"	"68"	"73"	"106"	"5"	"100"	"5"	"48"	"7"	"15"	"318"	"16"	"106"	"13"	"14"	"21"	"15"	"22"
"5520"	"12"	"24"	"24"	"37"	"50"	"42"	"21"	"51"	"11"	"53"	"12"	"74"	"13"	"87"	"96"	"97"	"28"	"14"	"28"	"122"	"117"	"153"	"39"	"182"
"9093"	"12"	"15"	"28"	"42"	"28"	"67"	"96"	"118"	"92"	"138"	"123"	"1"	"148"	"43"	"237"	"153"	"356"	"173"	"383"	"400"	"139"	"362"	"34"	"180"
"5725"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"12"	"12"	"18"	"13"	"20"
"3376"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"12"	"12"	"18"	"13"	"20"
"1654"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"18"	"452"	"477"	"141"	"450"
"3181"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"12"	"12"	"18"	"494"	"152"
"104"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"12"	"12"	"18"	"13"	"20"
"79727"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"12"	"12"	"18"	"13"	"20"
"406899"	"12"	"24"	"7"	"56"	"27"	"30"	"44"	"53"	"2"	"4"	"4"	"4"	"80"	"89"	"5"	"14"	"13"	"13"	"12"	"12"	"12"	"18"	"13"	"20"
"1674"	"12"	"17"	"18"	"9"	"6"	"5"	"71"	"45"	"125"	"81"	"54"	"64"	"67"	"69"	"76"	"93"	"23"	"24"	"24"	"23"	"24"	"124"	"131"	"151"
"9444"	"12"	"34"	"7"	"55"	"93"	"107"	"132"	"81"	"125"	"63"	"106"	"121"	"131"	"151"	"47"	"59"	"131"	"120"	"62"	"55"	"66"	"80"	"83"	"90"
"4217"	"12"	"15"	"10"	"5"	"31"	"66"	"38"	"6"	"24"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"374"	"445"	"465"	"102"	"22"	"407"	"558"
"3480"	"12"	"28"	"39"	"7"	"77"	"92"	"26"	"23"	"124"	"15"	"164"	"26"	"49"	"62"	"67"	"200"	"17"	"18"	"233"	"16"	"388"	"551"	"925"	"464"
"3091"	"12"	"15"	"31"	"32"	"42"	"80"	"78"	"118"	"39"	"32"	"116"	"105"	"92"	"43"	"46"	"58"	"88"	"60"	"120"	"53"	"65"	"459"	"481"	"87"
"7015"	"12"	"15"	"17"	"20"	"17"	"14"	"23"	"21"	"13"	"15"	"13"	"21"	"16"	"16"	"23"	"28"	"33"	"34"	"33"	"147"	"160"	"173"	"186"	"205"
"4609"	"12"	"15"	"10"	"5"	"63"	"90"	"20"	"117"	"67"	"151"	"104"	"177"	"96"	"106"	"199"	"309"	"299"	"245"	"346"	"354"	"38"	"403"	"344"	"465"
"5606"	"12"	"15"	"10"	"5"	"31"	"66"	"38"	"6"	"24"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"374"	"445"	"465"	"102"	"108"	"407"	"129"
"1031"	"12"	"15"	"10"	"5"	"31"	"66"	"38"	"6"	"24"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"412"	"445"	"465"	"102"	"108"	"407"	"129"
"1030"	"12"	"15"	"10"	"5"	"31"	"66"	"38"	"6"	"24"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"412"	"445"	"465"	"102"	"108"	"407"	"129"
"1021"	"12"	"15"	"10"	"5"	"18"	"16"	"38"	"6"	"38"	"191"	"214"	"231"	"264"	"293"	"344"	"367"	"54"	"412"	"445"	"465"	"102"	"108"	"209"	"129"
"894"	"12"	"34"	"51"	"62"	"80"	"107"	"26"	"23"	"17"	"18"	"20"	"26"	"253"	"284"	"326"	"350"	"364"	"394"	"427"	"446"	"5"	"8"	"553"	"583"
"6790"	"12"	"15"	"10"	"5"	"5"	"3"	"39"	"33"	"29"	"28"	"34"	"43"	"41"	"46"	"48"	"60"	"62"	"62"	"63"	"336"	"67"	"379"	"429"	"443"
"405"	"12"	"34"	"47"	"55"	"23"	"80"	"94"	"97"	"28"	"27"	"33"	"42"	"40"	"45"	"151"	"64"	"67"	"327"	"352"	"362"	"400"	"415"	"460"	"478"
"6280"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"128"	"19"	"253"	"254"	"3"	"315"	"310"	"329"	"140"	"187"	"53"	"232"	"139"
"5052"	"12"	"26"	"34"	"36"	"48"	"55"	"75"	"73"	"77"	"12"	"92"	"19"	"115"	"132"	"149"	"161"	"176"	"182"	"188"	"202"	"215"	"229"	"253"	"268"
"8243"	"12"	"15"	"10"	"5"	"31"	"66"	"143"	"112"	"167"	"22"	"71"	"82"	"89"	"33"	"112"	"52"	"55"	"119"	"51"	"46"	"57"	"297"	"327"	"106"
"6317"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"128"	"19"	"259"	"178"	"129"	"336"	"425"	"462"	"155"	"517"	"451"	"228"	"467"
"4355"	"12"	"13"	"13"	"53"	"89"	"100"	"127"	"139"	"153"	"176"	"200"	"218"	"245"	"279"	"319"	"342"	"358"	"387"	"419"	"436"	"469"	"500"	"536"	"565"
"7515"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"30"	"37"	"167"	"123"	"229"	"171"	"188"	"75"	"326"	"136"	"172"	"229"	"259"	"399"	"463"
"26524"	"12"	"13"	"13"	"4"	"11"	"100"	"9"	"5"	"1"	"191"	"214"	"18"	"245"	"279"	"319"	"342"	"358"	"387"	"19"	"252"	"272"	"289"	"167"	"190"
"9113"	"12"	"13"	"13"	"4"	"49"	"100"	"9"	"5"	"1"	"176"	"112"	"18"	"245"	"279"	"319"	"342"	"358"	"387"	"19"	"252"	"272"	"289"	"167"	"190"
"4771"	"12"	"15"	"51"	"40"	"57"	"34"	"26"	"23"	"17"	"18"	"20"	"26"	"22"	"21"	"175"	"284"	"292"	"313"	"332"	"342"	"376"	"274"	"300"	"320"
"259266"	"12"	"13"	"13"	"55"	"6"	"22"	"92"	"21"	"13"	"37"	"201"	"70"	"141"	"222"	"186"	"221"	"106"	"300"	"60"	"168"	"189"	"420"	"217"	"119"
"10651"	"12"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"165"	"63"	"141"	"11"	"13"	"99"	"13"	"111"	"115"	"114"	"32"	"41"	"48"	"48"	"56"
"4580"	"12"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"50"	"165"	"63"	"141"	"11"	"13"	"99"	"13"	"111"	"115"	"114"	"32"	"41"	"48"	"48"	"56"
"1978"	"12"	"28"	"23"	"7"	"28"	"32"	"41"	"37"	"32"	"31"	"40"	"48"	"46"	"82"	"207"	"227"	"244"	"253"	"271"	"64"	"79"	"88"	"150"	"167"
"8536"	"12"	"28"	"51"	"27"	"50"	"92"	"78"	"44"	"39"	"39"	"50"	"55"	"73"	"177"	"127"	"83"	"87"	"217"	"88"	"86"	"98"	"105"	"129"	"147"
"10534"	"12"	"28"	"13"	"40"	"71"	"5"	"32"	"14"	"46"	"58"	"61"	"57"	"74"	"181"	"90"	"303"	"313"	"413"	"313"	"110"	"126"	"183"	"362"	"31"
"114769"	"12"	"28"	"31"	"7"	"5"	"23"	"37"	"86"	"27"	"72"	"79"	"94"	"99"	"111"	"124"	"143"	"151"	"57"	"56"	"3"	"376"	"388"	"56"	"209"
"3399"	"12"	"15"	"47"	"55"	"23"	"53"	"65"	"78"	"62"	"69"	"76"	"117"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"3398"	"12"	"15"	"10"	"5"	"18"	"53"	"65"	"78"	"62"	"69"	"76"	"117"	"179"	"125"	"118"	"135"	"140"	"144"	"304"	"431"	"167"	"314"	"221"	"314"
"472"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"174"	"195"	"223"	"258"	"38"	"12"	"10"	"40"	"33"	"158"	"170"	"53"	"202"
"3172"	"12"	"26"	"15"	"62"	"80"	"28"	"42"	"34"	"33"	"33"	"42"	"50"	"49"	"53"	"55"	"69"	"73"	"77"	"123"	"111"	"140"	"141"	"257"	"275"
"367"	"12"	"15"	"10"	"5"	"5"	"3"	"106"	"113"	"119"	"133"	"159"	"174"	"195"	"223"	"258"	"284"	"292"	"313"	"332"	"342"	"376"	"388"	"437"	"452"
"604"	"12"	"15"	"40"	"27"	"23"	"80"	"94"	"118"	"39"	"39"	"42"	"109"	"120"	"135"	"152"	"284"	"273"	"217"	"225"	"208"	"220"	"233"	"258"	"276"
"8945"	"12"	"24"	"31"	"32"	"42"	"72"	"86"	"89"	"85"	"114"	"3"	"63"	"66"	"189"	"133"	"248"	"105"	"179"	"452"	"301"	"31"	"41"	"38"	"45"
"387"	"12"	"26"	"51"	"9"	"6"	"15"	"124"	"29"	"26"	"26"	"32"	"52"	"39"	"51"	"64"	"82"	"71"	"73"	"139"	"95"	"104"	"109"	"78"	"198"
"6156"	"12"	"24"	"24"	"37"	"90"	"17"	"25"	"22"	"15"	"17"	"17"	"24"	"20"	"19"	"27"	"35"	"39"	"38"	"52"	"47"	"19"	"27"	"23"	"29"
"8872"	"12"	"13"	"13"	"4"	"11"	"4"	"9"	"5"	"1"	"2"	"2"	"3"	"15"	"2"	"1"	"8"	"242"	"251"	"269"	"281"	"310"	"321"	"1"	"445"
"25"	"12"	"15"	"10"	"5"	"17"	"14"	"23"	"21"	"13"	"15"	"13"	"21"	"16"	"150"	"169"	"186"	"33"	"34"	"33"	"236"	"160"	"266"	"292"	"313"
"317"	"12"	"26"	"15"	"17"	"14"	"56"	"16"	"15"	"9"	"48"	"128"	"128"	"114"	"131"	"147"	"221"	"237"	"309"	"328"	"153"	"163"	"4"	"350"	"364"
"7167"	"12"	"26"	"15"	"17"	"14"	"56"	"29"	"93"	"19"	"11"	"8"	"13"	"8"	"8"	"21"	"26"	"163"	"168"	"171"	"185"	"195"	"212"	"225"	"244"
"7037"	"12"	"21"	"27"	"40"	"6"	"73"	"87"	"91"	"93"	"102"	"119"	"73"	"137"	"168"	"301"	"212"	"223"	"362"	"392"	"410"	"442"	"40"	"36"	"43"
"6888"	"12"	"26"	"15"	"17"	"14"	"56"	"29"	"93"	"19"	"11"	"8"	"13"	"8"	"8"	"21"	"26"	"163"	"168"	"171"	"185"	"195"	"212"	"225"	"244"
"5630"	"12"	"30"	"28"	"29"	"39"	"43"	"57"	"52"	"1"	"54"	"63"	"75"	"78"	"88"	"97"	"110"	"118"	"123"	"122"	"124"	"138"	"155"	"162"	"351"
"3927"	"12"	"14"	"16"	"19"	"106"	"120"	"122"	"134"	"145"	"63"	"106"	"120"	"16"	"16"	"28"	"61"	"40"	"39"	"333"	"359"	"160"	"173"	"186"	"205"
