"A"	"B"	"nab"	"expected_nab"	"pvalue"	"adjusted_p"	"conclusion"
"MB22"	"D04127"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D00417"	0	7.3597	0.000219015313351889	0.00284957967480664	"Underenrichment"
"MB22"	"D03911"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D10345"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D09569"	9	4.5998	0.0314026106574274	0.171443215311018	"No enrichment"
"MB22"	"D10024"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D11192"	7	4.5998	0.221423747077962	0.484576004573855	"No enrichment"
"MB22"	"D10003"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D01672"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D04966"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D10905"	7	4.5998	0.221423747077962	0.484576004573855	"No enrichment"
"MB22"	"D00123"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D10434"	0	2.7599	0.0430849865430711	0.203242281348005	"No enrichment"
"MB22"	"D06647"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D07971"	3	1.3799	0.166666916117051	0.448315277735077	"No enrichment"
"MB22"	"D01321"	0	4.5998	0.00524157618236387	0.0478031747831585	"Underenrichment"
"MB22"	"D10168"	3	1.3799	0.166666916117051	0.448315277735077	"No enrichment"
"MB22"	"D11508"	3	1.3799	0.166666916117051	0.448315277735077	"No enrichment"
"MB22"	"D09620"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D00707"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D09936"	6	2.7599	0.0456717112020554	0.211423648908513	"No enrichment"
"MB22"	"D01227"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D00241"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D05458"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D04028"	2	1.3799	0.556927567406914	0.722428445027102	"No enrichment"
"MB22"	"D10739"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D03114"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D08562"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D11551"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D06239"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D06482"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D07870"	0	4.5998	0.00524157618236387	0.0478031747831585	"Underenrichment"
"MB22"	"D02578"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D03665"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D03106"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D11031"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D06140"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D07447"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D00455"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D04045"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D04537"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D11038"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D02934"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D04260"	0	2.7599	0.0430849865430711	0.203242281348005	"No enrichment"
"MB22"	"D00306"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D03591"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D00304"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D05092"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D10659"	6	2.7599	0.0456717112020554	0.211423648908513	"No enrichment"
"MB22"	"D09342"	4	1.15	0.0119683884833697	0.0869569712570166	"No enrichment"
"MB22"	"D01202"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D04739"	1	0.69	0.677860521521062	0.722428445027102	"No enrichment"
"MB22"	"D05482"	2	0.69	0.146350281531798	0.421615612499549	"No enrichment"
"MB22"	"D10028"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB22"	"D10444"	0	1.3799	0.208042366442964	0.484576004573855	"No enrichment"
"MB22"	"D06319"	1	0.46	0.459983150800337	0.663373290973498	"No enrichment"
"MB22"	"D03971"	3	0.92	0.0429080940101058	0.203242281348005	"No enrichment"
"MB22"	"D04768"	0	0.46	0.59283834460341	0.722428445027102	"No enrichment"
"MB24"	"D09692"	6	2.2949	0.0183008782219957	0.114992919851595	"No enrichment"
"MB24"	"D01514"	0	45.8972	0	0	"Underenrichment"
"MB24"	"D07961"	23	47.4271	8.31188086932216e-06	0.000133997594620588	"Underenrichment"
"MB24"	"D02106"	1	0.765	0.739773630922296	0.770342789224871	"No enrichment"
"MB24"	"D00348"	1	1.3387	0.826725891049588	0.840773909589088	"No enrichment"
"MB24"	"D11138"	3	1.1474	0.102450037284417	0.335979985286158	"No enrichment"
"MB24"	"D07511"	7	3.8248	0.0946386008925149	0.323710362069359	"No enrichment"
"MB24"	"D02755"	5	2.2949	0.0763969551585724	0.279654909250187	"No enrichment"
"MB24"	"D04318"	36	34.8054	0.803324886305313	0.824505799706289	"No enrichment"
"MB24"	"D01691"	0	1.1474	0.279430047103258	0.544087460565433	"No enrichment"
"MB24"	"D01240"	6	2.2949	0.0183008782219957	0.114992919851595	"No enrichment"
"MB24"	"D09662"	23	29.8332	0.145971896179313	0.420778710961197	"No enrichment"
"MB24"	"D03546"	1	0.3825	0.382476832350463	0.629312396320969	"No enrichment"
"MB24"	"D10305"	0	1.1474	0.279430047103258	0.544087460565433	"No enrichment"
"MB24"	"D11110"	0	10.7094	5.89044892174151e-06	9.79287133239526e-05	"Underenrichment"
"MB24"	"D04748"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D07871"	42	29.8332	0.0137395021211471	0.0947906861038215	"No enrichment"
"MB24"	"D11183"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D10107"	9	3.8248	0.0088856645733143	0.0719081246293377	"No enrichment"
"MB24"	"D01810"	0	1.1474	0.279430047103258	0.544087460565433	"No enrichment"
"MB24"	"D04793"	3	1.1474	0.102450037284417	0.335979985286158	"No enrichment"
"MB24"	"D09881"	0	2.2949	0.0778002231899719	0.282202627752716	"No enrichment"
"MB24"	"D11523"	2	1.1474	0.411248487877735	0.653438104454054	"No enrichment"
"MB24"	"D10951"	0	8.032	0.000123232295280218	0.00165461580082485	"Underenrichment"
"MB24"	"D05333"	0	13.7692	1.77813403334781e-07	3.99704495383536e-06	"Underenrichment"
"MB24"	"D06635"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D04510"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D03584"	39	17.2115	8.34434344403569e-08	2.00767419145944e-06	"Overenrichment"
"MB24"	"D03274"	2	1.1474	0.411248487877735	0.653438104454054	"No enrichment"
"MB24"	"D09018"	0	1.1474	0.279430047103258	0.544087460565433	"No enrichment"
"MB24"	"D09385"	0	1.1474	0.279430047103258	0.544087460565433	"No enrichment"
"MB24"	"D00045"	0	2.2949	0.0778002231899719	0.282202627752716	"No enrichment"
"MB24"	"D05447"	9	5.7372	0.148043346004767	0.423711225316404	"No enrichment"
"MB24"	"D08305"	15	8.032	0.0110904224112027	0.0833609772446444	"No enrichment"
"MB24"	"D09338"	0	21.0362	3.90527610250047e-11	1.40589939690017e-09	"Underenrichment"
"MB24"	"D02716"	5	2.2949	0.0763969551585724	0.279654909250187	"No enrichment"
"MB24"	"D05094"	1	0.3825	0.382476832350463	0.629312396320969	"No enrichment"
"MB24"	"D09190"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D04821"	0	3.8248	0.0140650324775761	0.0948498246515975	"No enrichment"
"MB24"	"D07165"	0	2.2949	0.0778002231899719	0.282202627752716	"No enrichment"
"MB24"	"D11214"	1	0.3825	0.382476832350463	0.629312396320969	"No enrichment"
"MB24"	"D10584"	0	1.1474	0.279430047103258	0.544087460565433	"No enrichment"
"MB24"	"D01453"	15	26.0084	0.0097026094913763	0.0744488689819066	"No enrichment"
"MB24"	"D11453"	6	2.2949	0.0183008782219957	0.114992919851595	"No enrichment"
"MB24"	"D07874"	0	1.1474	0.279430047103258	0.544087460565433	"No enrichment"
"MB24"	"D05857"	3	1.1474	0.102450037284417	0.335979985286158	"No enrichment"
"MB24"	"D05156"	0	45.8972	0	0	"Underenrichment"
"MB24"	"D04789"	20	8.032	2.768223851769e-05	0.000405328923616819	"Overenrichment"
"MB24"	"D04131"	6	2.2949	0.0183008782219957	0.114992919851595	"No enrichment"
"MB24"	"D11452"	1	0.3825	0.382476832350463	0.629312396320969	"No enrichment"
"MB24"	"D10640"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D03516"	8	12.2393	0.167538263555395	0.449648658017505	"No enrichment"
"MB24"	"D04051"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D01008"	0	1.1474	0.279430047103258	0.544087460565433	"No enrichment"
"MB24"	"D03730"	1	0.3825	0.382476832350463	0.629312396320969	"No enrichment"
"MB24"	"D09033"	15	8.032	0.0110904224112027	0.0833609772446444	"No enrichment"
"MB24"	"D05292"	6	1.7211	0.00258381911957175	0.0274918354322434	"Overenrichment"
"MB24"	"D08340"	6	2.2949	0.0183008782219957	0.114992919851595	"No enrichment"
"MB24"	"D05922"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D04035"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
"MB24"	"D05716"	3	2.2949	0.592737156383881	0.722428445027102	"No enrichment"
"MB24"	"D09973"	0	0.3825	0.654030121938361	0.722428445027102	"No enrichment"
